<<<<<<< HEAD
tender_no.,agency,tender_description,award_date,tender_detail_status,supplier_name,awarded_amt,additional_info,building_name,building_no,expiry_date,grade,postal_code,street_name,tel_no,uen_no,unit_no,workhead
PUB000ETT15000098,Public Utilities Board,Design and Build Side-Stream Treatment Facility at Changi Water Reclamation Plant,2015-09-14,Awarded to Suppliers,ACE WATER PTE. LTD.,6996000.0,na,Cleantech Two,3,1/5/2017,L1,637143,Cleantech Loop,65626128,201018971D,#04-02,ME02
PUB000ETT16000095,Public Utilities Board,"Design, Supply, Installation, Commissioning and Maintenance of Reverse Osmosis Pilot Plant at Kranji NEWater Factory",2016-07-19,Awarded to Suppliers,ACE WATER PTE. LTD.,348000.0,na,Cleantech Two,3,1/5/2017,L1,637143,Cleantech Loop,65626128,201018971D,#04-02,ME02
PUB000ETT16000102,Public Utilities Board,Mono Chloramine Generator System at Kranji NEWater Factory,2016-09-19,Awarded to Suppliers,ACE WATER PTE. LTD.,1188000.0,na,Cleantech Two,3,1/5/2017,L1,637143,Cleantech Loop,65626128,201018971D,#04-02,ME02
PUB000ETT17000029,Public Utilities Board,"Supply & Delivery of Filtrate Pump and Supply, Delivery, Installation & Commissioning of Backwash Pumps, Caustic Soda Tanks at Kranji NEWater Factory",2017-05-04,Awarded to Suppliers,ACE WATER PTE. LTD.,220000.0,na,Cleantech Two,3,1/5/2017,L1,637143,Cleantech Loop,65626128,201018971D,#04-02,ME02
PUB000ETT17000033,Public Utilities Board,Term Maintenance of Ozone Plant and Equipment at Bedok Waterworks,2017-08-04,Awarded to Suppliers,ACE WATER PTE. LTD.,94240.0,na,Cleantech Two,3,1/5/2017,L1,637143,Cleantech Loop,65626128,201018971D,#04-02,ME02
PUB000ETT17000051,Public Utilities Board,Electro-Chlorination Facility at Chestnut Avenue Waterworks,2017-06-29,Awarded to Suppliers,ACE WATER PTE. LTD.,5962000.0,na,Cleantech Two,3,1/5/2017,L1,637143,Cleantech Loop,65626128,201018971D,#04-02,ME02
NPB000ETT17000069,National Parks Board,PROVISION OF GRASS CUTTING WORKS AND RELATED SERVICES FOR COMMUNITY PARKS FOR A PERIOD OF THREE (3) YEARS,2017-12-19,Awarded to Suppliers,BUILDERS 72 PTE. LTD.,2067750.0,na,na,130,1/12/2018,L2,218035,SERANGOON ROAD,62524472,200912589N,na,MW02
NPO000ETT17000001,Ngee Ann Polytechnic,"(Tender ref: NP/HS/88/16, GRF No: HS/16/0123)Tender for surgical equipment and furniture for nursing laboratories at Blk 81 and Blk 82 for School of Health Sciences",2017-03-10,Awarded to Suppliers,JUNNIMED SERVICES PTE. LTD.,35720.0,na,I-LOFTS @ CHANGI,15,1/5/2017,L3,498765,CHANGI NORTH STREET 1,65467737,200403128H,#01-20,ME11
NPO000ETT14000123,Ngee Ann Polytechnic,"(Tender: NP/ED/47C/14, GRF: ED/14/0011) Phase 8 Campus Rejuvenation(Stage 1) - Tender for the Supply & Installation of Signage",2015-02-13,Awarded to Suppliers,AGE NEONLIGHT & SIGNCRAFTS PTE LTD,75476.0,na,EASTECH,3016,1/4/2017,L1,489947,BEDOK NORTH AVENUE 4,62421630,199503657W,#06-21,CR11
NPO000ETT14000129,Ngee Ann Polytechnic,"(Tender Ref: NP/EM/80T/14, GRF EM/14/0115) Term Contract for the Installation, Addition & Alteration of Telephone Cabling Works in Ngee Ann Polytechnic",2015-03-05,Awarded to Suppliers,BEE TECK INTERNATIONAL PTE. LTD.,42000.0,na,na,6D,1/9/2019,L2,729938,MANDAI ESTATE,64688582,200310572K,#08-10,ME04
NPO000ETT17000017,Ngee Ann Polytechnic,"(Tender Ref: NP/EM/90T/16, GRF: EM/16/0120) Tender For Term Contract For The Installation, Addition And Alteration Of Telephone Cabling Works In Ngee Ann Polytechnic",2017-05-02,Awarded to Suppliers,BEE TECK INTERNATIONAL PTE. LTD.,366600.0,na,na,6D,1/9/2019,L2,729938,MANDAI ESTATE,64688582,200310572K,#08-10,ME04
NPO000ETT15000023,Ngee Ann Polytechnic,"(Tender Ref: NP/EM/116T/14, GRF EM/14/0155) Professional Services & Electrical Licensing Of High Voltage & Low Electrical Installations In NP and Its Staff Apartments At Kismis Avenue",2015-05-13,Awarded to Suppliers,DRPL CORPORATION PTE. LTD.,39000.0,na,SIME DARBY ENTERPRISE CENTRE,10,1/10/2017,L2,159410,JALAN KILANG,62733860,201115493M,#08-04,ME05
NUSDEPETT14000398,National University of Singapore,"Term contract for the licensing of electrical installations at National University of Singapore (Kent Ridge Campus, University Town, Bukit Timah Campus and Van Kleef Aquatic Science Centre) for the period of 12 months from 1 April 2015 to 31 March 2016",2015-03-26,Awarded to Suppliers,DRPL CORPORATION PTE. LTD.,395372.0,na,SIME DARBY ENTERPRISE CENTRE,10,1/10/2017,L2,159410,JALAN KILANG,62733860,201115493M,#08-04,ME05
URA000ETT15000008,Urban Redevelopment Authority,"Tender For Appointment Of Licensed Electrical Worker (LEW) To Undertake The Electrical Installation Licensing, Inspection And Maintenance Services For Both The URA Centre And East Wing For A Period Of Four (4) Years",2015-04-13,Awarded to Suppliers,DRPL CORPORATION PTE. LTD.,121865.0,na,SIME DARBY ENTERPRISE CENTRE,10,1/10/2017,L2,159410,JALAN KILANG,62733860,201115493M,#08-04,ME05
NPO000ETT15000059,Ngee Ann Polytechnic,"(NP/EM/12T/15, GRF: EM/15/0028) Tender For Term Contract For Servicing And Maintenance Of Domestic Water Pump Systems In Ngee Ann Polytechnic And Its Staff Apartments",2015-10-28,Awarded to Suppliers,RED-POWER ELECTRICAL ENGINEERING PTE LTD,34800.0,na,na,16,1/5/2017,L1,539197,Defu Lane 10,62892298,199504294N,#01-364,ME01
NPO000ETT15000061,Ngee Ann Polytechnic,"(NP/EM/19T/15, GRF: EM/15/0039) Tender for Term Contract for the Comprehensive Maintenance, Servicing and Repair of the Smoke Curtain System at Block 51 in Ngee Ann Polytechnic",2015-09-25,Awarded to Suppliers,IDAS TECHNOLOGY PRIVATE LIMITED,50000.0,na,na,161,1/10/2017,L4,349247,KALLANG WAY,67453933,200710726N,#05-15,ME01
NPO000ETT15000083,Ngee Ann Polytechnic,(Tender: NP/EM/53/15; GRF: EM/15/0070) Tender For Reconstruction Of Footpath Along Blk 4 To Blk 18 Ngee Ann Polytechnic,2016-02-24,Awarded to Suppliers,FADELY ENTERPRISES & CONSTRUCTION PTE LTD,135288.0,na,CENDEX CENTRE,120,1/5/2019,C1,169208,LOWER DELTA ROAD,62733091,199704174C,#13-01,CW01
NPO000ETT15000091,Ngee Ann Polytechnic,"(Tender: NP/EM/54T/15; GRF: EM/15/0064) Term Contract for Inspection, Extermination and Eradication of Pests at Ngee Ann Polytechnic and its Properties in Singapore",2016-02-05,Awarded to Suppliers,"THE PESTMAN, PTE LTD",104400.0,na,na,37,1/11/2017,L3,539214,DEFU LANE 10,62934889,199901560C,#02-61,MW04
PAS000ETT15000085,People's Association,Pest Control Vendor (FY 2015),2015-05-15,Awarded to Suppliers,"THE PESTMAN, PTE LTD",95500.0,na,na,37,1/11/2017,L3,539214,DEFU LANE 10,62934889,199901560C,#02-61,MW04
PUB000ETT15000002,Public Utilities Board,Provision of Pest Control Services for various Installations of Public Utilities Board,2015-04-28,Awarded to Suppliers,"THE PESTMAN, PTE LTD",633250.0,na,na,37,1/11/2017,L3,539214,DEFU LANE 10,62934889,199901560C,#02-61,MW04
SLA000ETT15000014,Singapore Land Authority,"APPOINTMENT OF CONTRACTOR FOR INSPECTION, EXTERMINATION AND ERADICATION OF MOSQUITOES AND PESTS AT STATE PROPERTIES AND STATE LANDS IN ZONE A, B AND C",2016-03-11,Awarded to Suppliers,"THE PESTMAN, PTE LTD",277400.0,na,na,37,1/11/2017,L3,539214,DEFU LANE 10,62934889,199901560C,#02-61,MW04
NPO000ETT15000104,Ngee Ann Polytechnic,"(Tender: NP/ED/48C/14, GRF: ED/14/0012) Phase 8 Campus Rejuvenation (Stage 1) - Tender for the Supply of Landscape Work.",2016-01-22,Awarded to Suppliers,CONSIS ENGINEERING PTE. LTD.,69000.8,na,SINGAPORE HANDICRAFTS BUILDING,72,1/9/2018,C1,409570,EUNOS AVENUE 7,62412486,200610043C,#05-02,CW01
SDC000ETT16000003,Sentosa Development Corporation,"DESIGN, SUPPLY AND INSTALLATION OF VERTICAL GREEN WALL SYSTEM ON SENTOSA EXPRESS TRACK COLUMNS ALONG SENTOSA GATEWAY, SENTOSA",2016-06-08,Awarded to Suppliers,CONSIS ENGINEERING PTE. LTD.,645500.0,na,SINGAPORE HANDICRAFTS BUILDING,72,1/9/2018,C1,409570,EUNOS AVENUE 7,62412486,200610043C,#05-02,CW01
NPO000ETT16000029,Ngee Ann Polytechnic,(Tender: NP/EM/124/15; GRF: EM/15/0156) Servicing And Maintenance Of Grease Interceptors And Ad-Hoc Maintenance Works To Waste Lines And Floor Traps In Ngee Ann Polytechnic,2016-05-10,Awarded to Suppliers,TRANSIT-MIXED CONCRETE LTD,27472.0,na,GUTHRIE BUILDING,150,1/6/2017,L1,419973,CHANGI ROAD,63443922,197902587H,#03-05,MW02
NPO000ETT16000036,Ngee Ann Polytechnic,"(Tender: NP/EM/95T/15; GRF: EM/15/0151) Tender For Term Contract For The Monthly Maintenance, Servicing, Repair, Addition And Alteration Of The Facilities Management & Control System In Ngee Ann Polytechnic (NP)",2016-05-16,Awarded to Suppliers,BMS ENGINEERING AND TRADING PTE. LTD.,69588.0,na,TAGORE 8,421,1/1/2019,L4,787805,TAGORE INDUSTRIAL AVENUE,67448717,200618787H,#02-27,ME02
NPO000ETT17000007,Ngee Ann Polytechnic,"(Tender Ref: NP/DE/67/16, GRF: DE/16/0110) Upgrading of Existing Intelligent Building Management System for the School of Design & Environment, Ngee Ann Polytechnic",2017-05-02,Awarded to Suppliers,BMS ENGINEERING AND TRADING PTE. LTD.,158700.0,na,TAGORE 8,421,1/1/2019,L4,787805,TAGORE INDUSTRIAL AVENUE,67448717,200618787H,#02-27,ME02
PUB000ETT14000343,Public Utilities Board,Replacement & Maintenance of Building Automation System for WaterHub Complex,2015-03-12,Awarded to Suppliers,BMS ENGINEERING AND TRADING PTE. LTD.,263792.0,na,TAGORE 8,421,1/1/2019,L4,787805,TAGORE INDUSTRIAL AVENUE,67448717,200618787H,#02-27,ME02
SPO000ETT16000101,Singapore Polytechnic,ED16/0165 Upgrading of existing building management system at Singapore Polytechnic,2016-10-21,Awarded to Suppliers,BMS ENGINEERING AND TRADING PTE. LTD.,1045000.0,na,TAGORE 8,421,1/1/2019,L4,787805,TAGORE INDUSTRIAL AVENUE,67448717,200618787H,#02-27,ME02
NPO000ETT16000046,Ngee Ann Polytechnic,(Tender Ref: NP/ME/88/15 and GRF No: ME/15/0119)Tender for Electro-Hydraulics Training Systems with Proportional Control,2016-08-11,Awarded to Suppliers,HYDAC TECHNOLOGY PTE LTD,88000.0,na,na,2A,1/7/2017,L2,618781,SECOND CHIN BEE ROAD,64291430,199601923K,na,ME11
NPO000ETT16000065,Ngee Ann Polytechnic,[Tender:NP/LSCT/33/16; GRF:LSCT/16/0069] Tender for purchase of General Laboratory Equipment,2016-11-11,Awarded to Suppliers,METROHM SINGAPORE PTE LTD,14744.61,na,LW TECHNO CENTRE,31,1/6/2018,L1,608608,TOH GUAN ROAD EAST,68722215,199608513N,#06-08,SY05
NUSDEPETT15000149,National University of Singapore,An in-situ Aerosol Analyser for Particulates and Gases,2015-07-07,Awarded to Suppliers,METROHM SINGAPORE PTE LTD,271081.95,na,LW TECHNO CENTRE,31,1/6/2018,L1,608608,TOH GUAN ROAD EAST,68722215,199608513N,#06-08,SY05
PUB000ETT14000337,Public Utilities Board,Comprehensive Maintenance and Services for Analytical Instruments and Equipment in PUB Water Quality Laboratory,2015-04-27,Awarded to Suppliers,METROHM SINGAPORE PTE LTD,25000.0,na,LW TECHNO CENTRE,31,1/6/2018,L1,608608,TOH GUAN ROAD EAST,68722215,199608513N,#06-08,SY05
NPO000ETT16000066,Ngee Ann Polytechnic,"(Tender Ref: NP/EM/18/16, GRF: EM/16/0055) To Carry Out Annual Wet Carpet Shampooing To All Offices And Bi-Annual Wet Carpet Shampooing/Vinyl Floor Waxing To Teaching & Student Facilities",2016-09-21,Awarded to Suppliers,AVON CLEANING SERVICES PTE LTD,236714.79,na,VERTEX,33,1/12/2018,L5,408868,UBI AVENUE 3,67481447,200006766Z,#07-47,MW02
NPO000ETT16000098,Ngee Ann Polytechnic,"(NP/COI-E/55/16, GRF COI-E/16/0023) Tender for analytical equipment, membrane characterization equipment, and basic infrastructure for EWTCOI (Phase 2)",2017-02-09,Awarded to Suppliers,METRACO REFRIGERATION ENGINEERING PTE. LTD.,39850.0,na,na,55,1/4/2018,L3,637704,TUAS VIEW LOOP,62619076,200303077D,na,ME01
NST000ETT14000236,"Agency for Science, Technology and Research",Non-comprehensive Building Maintenance Term Contract for Tower and Valley blocks for a period of 1 year and with an option to renew for another one (1) year,2015-01-08,Awarded to Suppliers,M S R ENGINEERING PTE. LTD.,175000.0,na,na,10,1/5/2018,L1,319062,TOA PAYOH INDUSTRIAL PARK,63542436,200721634E,#01-1219,CR06
NST000ETT16000001,"Agency for Science, Technology and Research",Additional and Alteration work at Valley block,2016-05-13,Awarded to Suppliers,M S R ENGINEERING PTE. LTD.,295661.0,na,na,10,1/5/2018,L1,319062,TOA PAYOH INDUSTRIAL PARK,63542436,200721634E,#01-1219,CR06
NST000ETT15000002,"Agency for Science, Technology and Research","Supply, Delivery, Installation and Commissioning of One (1) Set of Electrical Panels, Cables and Trunking for Machine Test Bed and Emulators",2015-04-07,Awarded to Suppliers,S K E ENGINEERING (S) PTE LTD,536415.0,na,WCEGA PLAZA,1,1/8/2017,L4,658064,BUKIT BATOK CRESCENT,62658685,199400542D,#06-61,ME05
NST000ETT15000023,"Agency for Science, Technology and Research","The works to be completed prior the construction of the NSCC are detailed in this tender document. In a general view, they are related to the following areas: (1) Creation of the new NSCC office space area, (2) Modification of the A*CRC offices and staff area and (3) Retrofitting an existing space to host the separate A*CRC corporate data centre.",2015-06-05,Awarded to Suppliers,ALFA TECH VESTASIA PTE. LTD.,2123921.5,na,THE HERENCIA,46,1/4/2018,C1,239351,KIM YAM ROAD,64619300,201004553W,#03-03,CW01
NST000ETT15000126,"Agency for Science, Technology and Research","PROVISION OF UTILITY SERVICE DISCONNECTIONS, RELOCATION, AND UTILITY SERVICE CONNECTIONS FOR EXISTING RESEARCH EQUIPMENT",2015-10-19,Awarded to Suppliers,CALYTRON ENGINEERING PTE LTD,614500.0,na,8@TRADEHUB 21,8,1/3/2018,L1,609964,BOON LAY WAY,66655888,199004471G,#08-08,CR06
NST000ETT15000143,"Agency for Science, Technology and Research","Proposed design & built for the MDRA lab & office construction, shifting and A&A works at 11 Science Park Road for the Institute of Microelectronics.",2015-10-16,Awarded to Suppliers,TAKASAGO SINGAPORE PTE. LTD.,2815000.0,na,PACIFIC TECH CENTRE,1,1/8/2019,L5,159303,JALAN KILANG TIMOR,67373312,200500811R,#08-01,CR06
NST000ETT15000177,"Agency for Science, Technology and Research","PROJECT MANAGEMENT, CONSULTANCY DESIGN & REINSTATE/BUILD, SUPERVISION AND EXECUTION OF DISMANTLING WORKS AND PROVISION OF REINSTATEMENT WORKS AT BIOLOGICAL RESOURCE CENTRE DEPARTMENT 1",2015-11-02,Awarded to Suppliers,TAKASAGO SINGAPORE PTE. LTD.,900000.0,na,PACIFIC TECH CENTRE,1,1/8/2019,L5,159303,JALAN KILANG TIMOR,67373312,200500811R,#08-01,CR06
NST000ETT16000058,"Agency for Science, Technology and Research","DESIGN AND SPACE PLANNING CONSULTANCY, PROJECT MANAGEMENT OF OFFICE MOVE, RETROFITTING AND RENOVATION WORKS FOR IPI.",2016-06-09,Awarded to Suppliers,TAKASAGO SINGAPORE PTE. LTD.,323501.0,na,PACIFIC TECH CENTRE,1,1/8/2019,L5,159303,JALAN KILANG TIMOR,67373312,200500811R,#08-01,CR06
NST000ETT17000168,"Agency for Science, Technology and Research","DESIGN, SUPPLY, FABRICATION, INSTALLATION AND COMMISSIONING OF PROCESS COOLING WATER, PROCESS EXHAUST, COMPRESSED DRY AIR AND PROCESS VACUUM (AS AN OPTION) SYSTEM",2017-12-20,Awarded to Suppliers,TAKASAGO SINGAPORE PTE. LTD.,6778000.0,na,PACIFIC TECH CENTRE,1,1/8/2019,L5,159303,JALAN KILANG TIMOR,67373312,200500811R,#08-01,CR06
NTU000ETT17000102,Nanyang Technological University,"NOMINATED SUB-CONTRACT FOR SUPPLY AND INSTALLATION OF AIRCONDITIONING AND MECHANICAL VENTILATION SYSTEM PROPOSED ADDITIONS & ALTERATIONS TO PART 1ST, 2ND, 3RD, 4TH, 5TH AND ROOF STOREY OF EXISTING SIMTECH TOWER BLOCK FOR NANYANG TECHNOLOGICAL UNIVERSITY",2017-08-22,Awarded to Suppliers,TAKASAGO SINGAPORE PTE. LTD.,4216000.0,na,PACIFIC TECH CENTRE,1,1/8/2019,L5,159303,JALAN KILANG TIMOR,67373312,200500811R,#08-01,CR06
NST000ETT15000149,"Agency for Science, Technology and Research","To provide manpower, materials, tools and transportation to carry out the housekeeping and decontamination works of the building in accordance with the relevant regulatory requirements of Singapore",2015-09-16,Awarded to Suppliers,QCI LAB ENGINEERING PTE. LTD.,158970.0,na,Enterprise Hub,48,1/7/2017,L2,608586,Toh Guan Road East,65159891,200303041Z,#09-140,CR06
NST000ETT15000183,"Agency for Science, Technology and Research","Proposed A&A Interior Fit-Out Works to Level 18 at 1 Fusionopolis Way, Connexis North, Level 7 and Level 8 at Biopolis Centros, Singapore 138632 for M/S Agency for Science, Technology and Research",2015-10-19,Awarded to Suppliers,TARKUS INTERIORS PTE LTD,4129318.0,na,na,46,1/3/2018,C3,539286,DEFU LANE 9,62856142,199004710D,na,CW01
NST000ETT15000262,"Agency for Science, Technology and Research",Provision of addition and alteration of interior fit-out works for office renovation,2016-02-02,Awarded to Suppliers,TARKUS INTERIORS PTE LTD,1098065.0,na,na,46,1/3/2018,C3,539286,DEFU LANE 9,62856142,199004710D,na,CW01
NST000ETT15000203,"Agency for Science, Technology and Research",Outfitting services for Office at CleanTech 2,2015-11-16,Awarded to Suppliers,DESIGN JUNCTION PTE LTD,81058.2,na,PACIFIC TECH CENTRE,1,1/3/2018,L4,159303,JALAN KILANG TIMOR,67419688,199701212H,#06-03,CR06
NST000ETT15000249,"Agency for Science, Technology and Research","Supply, Delivery, Installation and Commissioning of Powder Gas Atomization with Casting Setup",2016-03-08,Awarded to Suppliers,JEBSEN & JESSEN TECHNOLOGY (S) PTE. LTD.,2626965.12,na,CORPORATION PLACE,2,1/7/2018,L1,618494,CORPORATION ROAD,63053688,199104229E,#03-06,SY02
NST000ETT15000271,"Agency for Science, Technology and Research","Supply, Delivery, Installation and Commissioning of One Unit of Gas Quench Vacuum Furnace",2016-04-08,Awarded to Suppliers,JEBSEN & JESSEN TECHNOLOGY (S) PTE. LTD.,775625.76,na,CORPORATION PLACE,2,1/7/2018,L1,618494,CORPORATION ROAD,63053688,199104229E,#03-06,SY02
NST000ETT16000026,"Agency for Science, Technology and Research","Supply, delivery, installation and commissioning of Three New Wet Process Benches and One Rebuild Modulated Plating Bench",2016-05-31,Awarded to Suppliers,MEDIAMAC PTE LTD,139310.0,na,ARK@GAMBAS,7,1/6/2018,L1,757087,GAMBAS CRESCENT,62650606,199708058K,#04-20,ME11
NST000ETT16000043,"Agency for Science, Technology and Research","Supply, delivery, installation, commissioning and training of one unit of Electroplating Station for large area Nickel replication.",2016-07-04,Awarded to Suppliers,MEDIAMAC PTE LTD,169938.0,na,ARK@GAMBAS,7,1/6/2018,L1,757087,GAMBAS CRESCENT,62650606,199708058K,#04-20,ME11
NUSDEPETT14000403,National University of Singapore,"(100/N-712-200-001-001) THREE UNITS OF MANUAL WET BENCHES FOR CLEANING, TEXTURING AND ETCHING OF SILICON WAFERS (Wet Benches 1, 2 and 3)",2015-03-25,Awarded to Suppliers,MEDIAMAC PTE LTD,508000.0,na,ARK@GAMBAS,7,1/6/2018,L1,757087,GAMBAS CRESCENT,62650606,199708058K,#04-20,ME11
NUSDEPETT16000020,National University of Singapore,(100/N-712-200-001-001) Chemical distribution system (CDS) with Potassium Hydroxide (KOH) bottle refilling station for inline wet chemistry bench,2016-04-25,Awarded to Suppliers,MEDIAMAC PTE LTD,209546.0,na,ARK@GAMBAS,7,1/6/2018,L1,757087,GAMBAS CRESCENT,62650606,199708058K,#04-20,ME11
NST000ETT16000121,"Agency for Science, Technology and Research","Supply, Delivery and Installation of Customizable Substation Automation System (SAS) for smart grid test bed",2016-09-30,Awarded to Suppliers,MIRAI ELECTRONICS PTE. LTD.,81000.0,na,CHANCERLODGE COMPLEX,105,1/9/2018,L2,387429,SIMS AVENUE,68442501,200909316Z,#08-10,ME02
NST000ETT16000133,"Agency for Science, Technology and Research","To provide labour, materials and equipment to convert the existing cleanroom into one laboratory with one connecting tissue culture laboratory of Biosafety Level 2 (BSL-2) capacity for the Institute of Bioengineering and Nanotechnology (IBN) at the Nanos Building.",2016-10-13,Awarded to Suppliers,"HITACHI PLANT SERVICES CO., LTD.",203200.0,na,THE CORPORATE OFFICE,138,1/2/2018,C3,68906,ROBINSON ROAD,67840500,T01FC6045F,#17-00,CW01
NST000ETT16000159,"Agency for Science, Technology and Research","Supply of Labour, Material and Tools for the Regeneration of Mixed Bed Resins for Reverse Osmosis Plant at Fusionopolis 2",2016-11-07,Awarded to Suppliers,EPS (2008) PTE. LTD.,112000.0,na,EASTECH,3016,1/11/2019,L4,489947,BEDOK NORTH AVENUE 4,62456130,200801230K,#01-23,ME11
NST000ETT16000181,"Agency for Science, Technology and Research","To provide the labour, transport, tools, parts and materials for the provision of comprehensive maintenance, including repairs and replacements and 24/7 support of the following M&E Systems at Fusionopolis Two.",2017-07-21,Awarded to Suppliers,EPS (2008) PTE. LTD.,804222.0,na,EASTECH,3016,1/11/2019,L4,489947,BEDOK NORTH AVENUE 4,62456130,200801230K,#01-23,ME11
NST000ETT17000045,"Agency for Science, Technology and Research","COMPREHENSIVE MAINTENANCE OF DE-IONISED WATER, DILUTION AND pH NEUTRALISATION SYSTEM AT BIOPOLIS @ONE-NORTH",2017-04-28,Awarded to Suppliers,EPS (2008) PTE. LTD.,243840.0,na,EASTECH,3016,1/11/2019,L4,489947,BEDOK NORTH AVENUE 4,62456130,200801230K,#01-23,ME11
NST000ETT16000177,"Agency for Science, Technology and Research",Ar fixed point is used for the realisation of reference temperature at -189.3442 deg C & calibration of Standard Platinum Resistance Thermometers (SPRTs). It serve as the national reference standard to provide traceability for temperature calibration in low temperature range (-38.8344C to -189.3442 C).,2016-02-16,Awarded to Suppliers,UNITEST INSTRUMENTS PTE. LTD.,140000.0,na,TRADEHUB 21,18,1/3/2019,L1,609966,BOON LAY WAY,65691034,201119141H,#08-136,SY05
NST000ETT16000214,"Agency for Science, Technology and Research","The set consists of high precision AC shunts, measurement instrument and accessories for high precision measurement and calibration of AC current by direct absolute and ac-dc transfer methods.",2017-03-03,Awarded to Suppliers,UNITEST INSTRUMENTS PTE. LTD.,273000.0,na,TRADEHUB 21,18,1/3/2019,L1,609966,BOON LAY WAY,65691034,201119141H,#08-136,SY05
NST000ETT16000219,"Agency for Science, Technology and Research","Supply, delivery, installation and commissioning of a precision temperature-controlled air bath enclosure and a temperature monitoring system",2017-03-29,Awarded to Suppliers,UNITEST INSTRUMENTS PTE. LTD.,48500.0,na,TRADEHUB 21,18,1/3/2019,L1,609966,BOON LAY WAY,65691034,201119141H,#08-136,SY05
NST000ETT17000048,"Agency for Science, Technology and Research",The system must also accommodate scripting or coding for automation of the tedious calibration processes.,2016-06-21,Awarded to Suppliers,UNITEST INSTRUMENTS PTE. LTD.,129842.48,na,TRADEHUB 21,18,1/3/2019,L1,609966,BOON LAY WAY,65691034,201119141H,#08-136,SY05
NST000ETT17000071,"Agency for Science, Technology and Research",The item(s) to be purchased shall comprise the following components: a. Two units of temperature controlled enclosures b. Two units of temperature monitoring thermometer c. Training,2017-07-28,Awarded to Suppliers,UNITEST INSTRUMENTS PTE. LTD.,26299.2,na,TRADEHUB 21,18,1/3/2019,L1,609966,BOON LAY WAY,65691034,201119141H,#08-136,SY05
NST000ETT17000120,"Agency for Science, Technology and Research","Each phase of the 3-Phase Electrical Power and Energy Standard shall remain independent and completely electrically isolated, though they are synchronized with and under the control of the master unit. Each phase, having separate and synchronized voltage ad current sources, shall meet all the following requirements. The system shall come with a timing unit as well which receives Coordinated Universal Time (UTC) for time synchronization in remote calibrations and tests",2017-10-30,Awarded to Suppliers,UNITEST INSTRUMENTS PTE. LTD.,326000.0,na,TRADEHUB 21,18,1/3/2019,L1,609966,BOON LAY WAY,65691034,201119141H,#08-136,SY05
PUB000ETT15000275,Public Utilities Board,Supply of Infrared Thermal Imagers to PUB Installations,2016-01-21,Awarded to Suppliers,UNITEST INSTRUMENTS PTE. LTD.,257300.0,na,TRADEHUB 21,18,1/3/2019,L1,609966,BOON LAY WAY,65691034,201119141H,#08-136,SY05
PUB000ETT16000097,Public Utilities Board,Supply and Delivery of Microbiological Test Kits and Reagents for PUB Water Quality Laboratory,2016-09-08,Awarded to Suppliers,UNITEST INSTRUMENTS PTE. LTD.,51840.0,na,TRADEHUB 21,18,1/3/2019,L1,609966,BOON LAY WAY,65691034,201119141H,#08-136,SY05
PUB000ETT16000153,Public Utilities Board,Operation and Maintenance of Plant and Equipment at Choa Chu Kang Waterworks Sludge Treatment Plant,2016-10-11,Awarded to Suppliers,ENVIPURE PTE. LTD.,1680000.0,na,ADMIRAX,8,1/10/2019,L5,757438,ADMIRALTY STREET,68803000,198701223G,#06-03,ME01
NST000ETT16000189,"Agency for Science, Technology and Research",SUPPLY AND INSTALLATION OF UTILITIES WORK & MINOR OUTFITTING TO EQUIPMENT AT CLEANTECH 2,2017-02-22,Awarded to Suppliers,G-CUBE ENGINEERING PTE. LTD.,129450.0,na,na,67,1/5/2017,L1,408560,UBI CRESCENT,68426806,201314868W,#03-07,ME01
NST000ETT17000023,"Agency for Science, Technology and Research","A&A and M&E works (to provide flooring and painting work), Electrical works (to supply power points and lights, LEW license), Air-conditioning work (to meet experimental temperature at 233C and humidity 555 % rh), and provide furniture using for experiments and storage",2016-05-26,Awarded to Suppliers,G-CUBE ENGINEERING PTE. LTD.,93015.0,na,na,67,1/5/2017,L1,408560,UBI CRESCENT,68426806,201314868W,#03-07,ME01
NTU000ETT17000121,Nanyang Technological University,PROCUREMENT AND INSTALLATION OF LOW VOLTAGE (LV) POWER & COMMUNICATION CABLES AND TWO NO. OF CONTAINERS FOR MICRO-GRID 2 AT SEMAKAU LANDFILL,2017-09-07,Awarded to Suppliers,G-CUBE ENGINEERING PTE. LTD.,346495.0,na,na,67,1/5/2017,L1,408560,UBI CRESCENT,68426806,201314868W,#03-07,ME01
NYP000ETT15000064,Nanyang Polytechnic,"Supply & Installation of VRV Aircon Works at Block S Level 1 S109A, B& C",2016-02-16,Awarded to Suppliers,G-CUBE ENGINEERING PTE. LTD.,61650.0,na,na,67,1/5/2017,L1,408560,UBI CRESCENT,68426806,201314868W,#03-07,ME01
PAS000ETT15000238,People's Association,"RENOVATION WORKS TO SERVER ROOM AT PIONEEER GENERATION OFFICE HEADQUARTERS AT MND BUILDING TOWER BLOCK, LEVEL 12 EAST WING, SINGAPORE 069110",2015-10-22,Awarded to Suppliers,G-CUBE ENGINEERING PTE. LTD.,69890.0,na,na,67,1/5/2017,L1,408560,UBI CRESCENT,68426806,201314868W,#03-07,ME01
